City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
274,Bereda,43.2686,-7.5406,53.64,47,0,2.15,ES,2023-02-04 11:52:35
275,Lerwick,60.1545,-1.1494,48.2,84,100,26.13,GB,2023-02-04 11:52:37
276,Ulladulla,-35.35,150.4667,65.16,55,0,8.86,AU,2023-02-04 11:52:38
277,Erenhot,43.6475,111.9767,23.74,32,5,9.15,CN,2023-02-04 11:52:39
278,Arraial Do Cabo,-22.9661,-42.0278,82.36,83,0,5.75,BR,2023-02-04 11:52:40
279,Uige,-7.6087,15.0613,88.29,43,68,3.09,AO,2023-02-04 11:53:41
280,Golden,39.7555,-105.2211,39.9,43,100,4.0,US,2023-02-04 11:53:43
281,Esperance,-33.8667,121.9,74.05,53,0,21.83,AU,2023-02-04 11:53:45
282,Pacific Grove,36.6177,-121.9166,50.67,93,75,4.0,US,2023-02-04 11:53:46
283,Krutinka,56.0055,71.5113,11.66,99,100,2.19,RU,2023-02-04 11:53:48
284,Honnali,14.25,75.6667,88.23,30,0,9.57,IN,2023-02-04 11:53:49
285,Jalaun,26.1451,79.3366,71.04,38,0,6.51,IN,2023-02-04 11:53:49
286,Shebunino,46.4339,141.8603,15.98,87,100,6.67,RU,2023-02-04 11:53:51
287,Saldanha,-33.0117,17.9442,75.25,61,4,9.66,ZA,2023-02-04 11:53:52
288,Kitimat,54.0524,-128.6534,35.98,100,100,2.95,CA,2023-02-04 11:53:53
289,Kununurra,-15.7667,128.7333,80.58,69,100,12.66,AU,2023-02-04 11:53:54
290,Yerbogachen,61.2767,108.0108,-8.34,100,89,2.37,RU,2023-02-04 11:53:55
291,Hambantota,6.1241,81.1185,89.94,62,75,11.5,LK,2023-02-04 11:53:56
292,Yokadouma,3.5167,15.05,101.32,15,54,6.04,CM,2023-02-04 11:53:57
293,High Level,58.5169,-117.136,5.11,92,100,8.05,CA,2023-02-04 11:53:58
294,Yarmouth,41.7057,-70.2286,0.12,68,0,16.11,US,2023-02-04 11:54:00
295,Oxford,51.7522,-1.256,49.05,87,100,6.91,GB,2023-02-04 11:54:01
296,Zhigansk,66.7697,123.3711,-42.2,97,47,11.88,RU,2023-02-04 11:54:01
297,Ponta Delgada,37.7333,-25.6667,61.52,88,20,9.22,PT,2023-02-04 11:49:20
298,Nalut,30.3333,10.85,61.86,28,7,10.16,LY,2023-02-04 11:54:03
299,Surkhakhi,43.1875,44.9019,30.42,44,91,6.02,RU,2023-02-04 11:54:04
300,Huarmey,-10.0681,-78.1522,70.92,86,100,3.67,PE,2023-02-04 11:54:05
301,Predivinsk,57.0669,93.4378,2.86,100,99,0.38,RU,2023-02-04 11:54:06
302,Ambilobe,-13.2,49.05,84.56,69,45,7.49,MG,2023-02-04 11:54:07
303,Roma,43.2128,-75.4557,-14.04,86,73,1.32,US,2023-02-04 11:53:11
304,Karasjok,69.4719,25.5112,11.95,85,84,6.44,NO,2023-02-04 11:54:10
305,Jardim,-21.4803,-56.1381,74.71,84,96,1.74,BR,2023-02-04 11:54:11
306,Inirida,3.8653,-67.9239,74.14,79,79,1.52,CO,2023-02-04 11:54:12
307,Alexandria,31.2156,29.9553,66.16,45,40,8.05,EG,2023-02-04 11:54:13
308,Kutum,14.2,24.6667,80.2,8,40,9.08,SD,2023-02-04 11:54:15
309,Tarrega,41.647,1.1396,53.47,47,0,9.17,ES,2023-02-04 11:54:16
310,Rolla,37.9514,-91.7713,27.52,64,50,15.01,US,2023-02-04 11:54:18
311,Zaragoza,41.6561,-0.8773,57.02,36,0,18.41,ES,2023-02-04 11:54:19
312,Phuket,8.0,98.25,82.62,83,20,4.61,TH,2023-02-04 11:54:14
313,Aklavik,68.2191,-135.0107,-38.54,100,53,1.61,CA,2023-02-04 11:54:21
314,Namibe,-15.1961,12.1522,78.01,64,85,10.27,AO,2023-02-04 11:54:22
315,Azangaro,-14.9167,-70.2167,45.99,72,100,3.44,PE,2023-02-04 11:54:23
316,Salalah,17.0151,54.0924,76.14,57,0,6.78,OM,2023-02-04 11:54:24
317,Akkermanovka,51.2467,58.2391,4.78,92,83,8.7,RU,2023-02-04 11:54:25
318,Areni,39.7191,45.1799,33.71,55,100,1.3,AM,2023-02-04 11:54:26
319,Lipin Bor,60.2622,37.9763,25.56,95,100,7.49,RU,2023-02-04 11:54:27
320,Deputatskiy,69.3,139.9,-19.16,97,100,3.51,RU,2023-02-04 11:54:28
321,Carballo,43.213,-8.691,59.02,89,0,3.56,ES,2023-02-04 11:54:29
322,Torrington,41.8007,-73.1212,-4.22,59,1,1.99,US,2023-02-04 11:54:30
323,Ayabaca,-4.6398,-79.7149,46.04,86,63,4.85,PE,2023-02-04 11:54:31
324,Abu Zabad,12.35,29.25,87.33,9,69,15.66,SD,2023-02-04 11:54:32
325,Saeby,57.3319,10.5225,33.96,58,99,6.42,DK,2023-02-04 11:54:33
326,Sampit,-2.5333,112.95,73.54,96,99,1.5,ID,2023-02-04 11:55:35
327,Sao Felix Do Xingu,-6.6447,-51.995,76.26,85,98,1.1,BR,2023-02-04 11:55:36
328,Sioux Lookout,50.1001,-91.917,-0.33,71,100,11.5,CA,2023-02-04 11:55:38
329,Ambon,-3.6954,128.1814,77.14,94,40,8.05,ID,2023-02-04 11:55:39
330,Oriximina,-1.7656,-55.8661,75.34,91,94,3.31,BR,2023-02-04 11:55:40
331,Harper,4.375,-7.7169,84.74,70,13,5.35,LR,2023-02-04 11:55:41
332,Tezu,27.9167,96.1667,67.48,29,0,4.72,IN,2023-02-04 11:55:43
333,Alta Floresta,-9.8756,-56.0861,73.38,95,100,2.46,BR,2023-02-04 11:55:44
334,Brae,60.3964,-1.353,47.84,84,100,24.47,GB,2023-02-04 11:55:46
335,Sorland,67.667,12.6934,35.46,60,100,26.62,NO,2023-02-04 11:55:47
336,Necochea,-38.5473,-58.7368,67.51,64,0,4.07,AR,2023-02-04 11:55:48
337,Mehamn,71.0357,27.8492,22.95,74,100,10.36,NO,2023-02-04 11:55:49
338,Labuhan,-6.8844,112.2051,77.97,88,100,9.28,ID,2023-02-04 11:55:51
339,Mayo,38.8876,-76.5119,18.14,53,0,3.0,US,2023-02-04 11:55:52
340,Cidreira,-30.1811,-50.2056,74.68,80,47,11.95,BR,2023-02-04 11:55:53
341,Abnub,27.2696,31.1511,66.65,26,11,10.58,EG,2023-02-04 11:55:54
342,Quebo,11.3333,-14.9333,95.36,22,5,4.59,GW,2023-02-04 11:55:55
343,Suba,10.8438,121.0102,79.79,83,76,26.53,PH,2023-02-04 11:55:56
344,Noumea,-22.2763,166.4572,78.78,86,77,10.51,NC,2023-02-04 11:55:57
345,Katherine,-14.4667,132.2667,79.12,83,100,4.61,AU,2023-02-04 11:55:58
346,Golovchino,50.5341,35.797,32.49,88,100,5.99,RU,2023-02-04 11:55:59
347,Jamsa,61.8642,25.19,20.71,82,12,5.82,FI,2023-02-04 11:56:00
348,Yanam,16.7333,82.2167,77.49,56,3,7.0,IN,2023-02-04 11:56:02
349,Neiafu,-18.65,-173.9833,81.72,71,100,14.16,TO,2023-02-04 11:56:03
350,Sisimiut,66.9395,-53.6735,-2.0,92,100,2.57,GL,2023-02-04 11:52:40
351,Vila Velha,-20.3297,-40.2925,82.35,77,20,12.66,BR,2023-02-04 11:56:05
352,Surab,28.4914,66.2585,59.2,35,4,9.6,PK,2023-02-04 11:56:06
353,Santa Maria,-29.6842,-53.8069,70.9,83,75,3.44,BR,2023-02-04 11:56:07
354,Bengkulu,-3.8004,102.2655,77.81,86,93,6.6,ID,2023-02-04 11:51:10
355,Perth,-31.9333,115.8333,93.38,21,0,10.36,AU,2023-02-04 11:53:04
356,Syracuse,37.0881,15.2792,60.17,55,0,5.19,IT,2023-02-04 11:56:10
357,Sao Joao Da Barra,-21.6403,-41.0511,80.69,75,88,11.34,BR,2023-02-04 11:56:19
358,Victoria,22.2855,114.1577,66.38,83,100,8.01,HK,2023-02-04 11:53:23
359,Chiryu,35.0,137.0333,46.02,65,25,9.55,JP,2023-02-04 11:56:21
360,Abha,18.2164,42.5053,67.82,48,20,18.41,SA,2023-02-04 11:52:56
361,Anadyr,64.75,177.4833,-14.3,70,40,6.71,RU,2023-02-04 11:56:23
362,Barahona,18.2085,-71.1008,71.53,71,8,4.27,DO,2023-02-04 11:56:24
363,Stettler,52.3168,-112.7186,24.55,74,100,8.05,CA,2023-02-04 11:56:27
364,Luderitz,-26.6481,15.1594,73.22,61,26,22.93,NA,2023-02-04 11:56:28
365,Waingapu,-9.6567,120.2641,75.69,92,100,5.1,ID,2023-02-04 11:56:29
366,Rochefort,45.9167,-1.0,50.05,77,0,5.99,FR,2023-02-04 11:56:30
367,Naze,28.3667,129.4833,58.12,69,100,13.56,JP,2023-02-04 11:56:32
368,Khatima,28.9167,79.9667,67.87,46,0,2.77,IN,2023-02-04 11:56:33
369,Fergus Falls,46.283,-96.0776,5.16,83,0,8.05,US,2023-02-04 11:56:34
370,Portobelo,9.55,-79.65,73.11,84,87,14.88,PA,2023-02-04 11:56:35
371,Camana,-16.6228,-72.7111,74.59,84,96,3.22,PE,2023-02-04 11:56:36
372,Oudtshoorn,-33.5907,22.2014,77.36,24,0,10.36,ZA,2023-02-04 11:57:38
373,Grand-Lahou,5.1367,-5.0242,86.27,68,50,9.44,CI,2023-02-04 11:57:39
374,Baghdad,33.3406,44.4009,62.51,36,20,10.36,IQ,2023-02-04 11:54:31
375,Belomorsk,64.5232,34.7668,11.55,94,23,4.79,RU,2023-02-04 11:57:41
376,Maues,-3.3836,-57.7186,73.85,98,100,1.79,BR,2023-02-04 11:57:42
377,Luwingu,-10.2621,29.9271,74.73,74,88,2.77,ZM,2023-02-04 11:57:43
378,Seminole,28.7086,-81.2081,54.34,90,3,6.73,US,2023-02-04 11:57:44
379,Islamkot,24.6997,70.177,85.73,12,0,3.74,PK,2023-02-04 11:57:45
380,Makakilo City,21.3469,-158.0858,73.18,80,100,0.0,US,2023-02-04 11:57:46
381,Chimoio,-19.1164,33.4833,83.32,51,62,5.55,MZ,2023-02-04 11:57:46
382,Northam,51.0333,-4.2167,48.61,85,100,10.38,GB,2023-02-04 11:57:47
383,Mackenzie,55.2999,-123.1698,34.02,93,100,8.05,CA,2023-02-04 11:57:48
384,Lavrentiya,65.5833,-171.0,-17.34,95,70,6.33,RU,2023-02-04 11:57:49
385,La Sarre,48.8002,-79.1996,-15.83,91,85,7.11,CA,2023-02-04 11:57:52
386,Benjamin Aceval,-24.9667,-57.5667,80.74,48,17,6.42,PY,2023-02-04 11:57:53
387,Mumford,5.2618,-0.759,83.39,74,59,11.79,GH,2023-02-04 11:57:54
388,Matara,5.9485,80.5353,79.59,84,65,2.08,LK,2023-02-04 11:54:38
389,Ponta Do Sol,32.6667,-17.1,64.13,50,13,5.5,PT,2023-02-04 11:57:56
390,Luanda,-8.8368,13.2343,84.97,66,74,14.67,AO,2023-02-04 11:57:57
391,Cay,38.5917,31.0286,32.32,63,100,5.95,TR,2023-02-04 11:57:58
392,Kiruna,67.8557,20.2251,11.32,85,0,8.05,SE,2023-02-04 11:53:25
393,Vardo,70.3705,31.1107,15.78,92,40,21.85,NO,2023-02-04 11:58:00
394,George Town,5.4112,100.3354,85.95,74,20,6.91,MY,2023-02-04 11:55:19
395,Skibotn,69.3913,20.2679,28.29,93,99,5.79,NO,2023-02-04 11:58:04
396,Alagoinhas,-12.1356,-38.4192,85.24,55,8,7.7,BR,2023-02-04 11:58:05
397,Sterling,39.0062,-77.4286,16.16,56,0,8.05,US,2023-02-04 11:57:25
398,Hualmay,-11.0964,-77.6139,70.84,86,92,3.98,PE,2023-02-04 11:58:08
399,Kamenka,51.3223,42.7678,24.87,91,98,9.48,RU,2023-02-04 11:58:09
400,Muniz Freire,-20.4642,-41.4131,78.03,68,40,5.7,BR,2023-02-04 11:58:10
401,Zlitan,32.4674,14.5687,60.82,60,43,5.5,LY,2023-02-04 11:58:13
402,Svetlogorsk,52.6333,29.7333,25.39,73,100,9.51,BY,2023-02-04 11:58:14
403,Bara,10.3744,10.7288,97.59,9,98,12.77,NG,2023-02-04 11:58:15
404,Alofi,-19.0595,-169.9187,75.09,94,100,4.61,NU,2023-02-04 11:58:16
405,Ruteng,-8.6136,120.4721,63.28,91,100,1.3,ID,2023-02-04 11:58:17
406,Fenelon Falls,44.5334,-78.7496,-14.19,87,60,4.38,CA,2023-02-04 11:58:18
407,Henties Bay,-22.116,14.2845,67.55,78,93,10.92,NA,2023-02-04 11:58:19
408,Chipinge,-20.1883,32.6236,79.12,57,86,9.42,ZW,2023-02-04 11:58:20
409,Boddam,57.4667,-1.7833,48.65,86,81,20.2,GB,2023-02-04 11:58:21
410,Kantunilkin,21.0917,-87.45,68.29,96,12,3.27,MX,2023-02-04 11:58:22
411,Katsuura,35.1333,140.3,48.74,62,14,16.04,JP,2023-02-04 11:58:23
412,Aykhal,66.0,111.5,-27.33,100,99,2.1,RU,2023-02-04 11:58:24
413,Hov,60.6987,10.3519,19.31,94,100,2.66,NO,2023-02-04 11:58:25
414,Vostok,46.4856,135.8833,-5.75,99,97,4.5,RU,2023-02-04 11:58:26
415,Rincon,32.296,-81.2354,41.86,65,0,8.12,US,2023-02-04 11:58:27
416,Ewo,-0.8725,14.8206,92.34,38,98,1.59,CG,2023-02-04 11:58:28
417,Hamilton,39.1834,-84.5333,18.23,71,13,4.0,US,2023-02-04 11:59:30
418,Takoradi,4.8845,-1.7554,86.95,66,56,11.07,GH,2023-02-04 11:59:32
419,Zhob,31.3411,69.4481,59.59,18,3,12.68,PK,2023-02-04 11:59:33
420,Biak,-0.9131,122.8766,76.89,82,98,2.15,ID,2023-02-04 11:59:34
421,Longyearbyen,78.2186,15.6401,4.84,78,40,12.66,SJ,2023-02-04 11:59:35
422,Filadelfia,39.9523,-75.1638,15.87,49,9,7.87,US,2023-02-04 11:59:36
423,Salaga,8.5508,-0.5188,100.72,18,9,4.09,GH,2023-02-04 11:59:37
424,Vao,-22.6667,167.4833,79.5,86,74,19.75,NC,2023-02-04 11:59:38
425,Yumen,40.2833,97.2,28.8,39,47,13.58,CN,2023-02-04 11:59:39
426,Amol,36.4696,52.3507,58.84,38,17,11.43,IR,2023-02-04 11:59:40
427,Nizhneangarsk,55.7833,109.55,-1.84,86,74,5.73,RU,2023-02-04 11:59:41
428,Ahipara,-35.1667,173.1667,66.29,94,97,5.66,NZ,2023-02-04 11:59:43
429,Kichera,55.9375,110.0997,3.74,96,100,1.39,RU,2023-02-04 11:59:45
430,Karlskoga,59.3267,14.5239,26.73,53,28,2.93,SE,2023-02-04 11:59:46
431,Souillac,-20.5167,57.5167,84.58,70,40,11.5,MU,2023-02-04 11:59:47
432,Teknaf,20.8624,92.3058,72.23,52,72,13.29,BD,2023-02-04 11:59:48
433,Nakambala,-15.8324,27.7799,80.55,64,90,6.58,ZM,2023-02-04 11:59:49
434,Valparaiso,-33.0393,-71.6273,60.44,88,75,3.44,CL,2023-02-04 11:59:50
435,Manyana,-23.4,21.7167,89.8,33,94,9.46,BW,2023-02-04 11:59:52
436,Nakhon Thai,17.1006,100.8374,80.62,68,82,1.59,TH,2023-02-04 11:59:53
437,Davila,18.4726,120.5763,80.58,78,18,11.95,PH,2023-02-04 11:59:54
438,Kilis,36.7161,37.115,34.03,98,100,12.03,TR,2023-02-04 11:59:55
439,Kefamenanu,-9.4467,124.4781,71.73,94,100,5.01,ID,2023-02-04 11:59:56
440,Jalu,29.0331,21.5482,61.7,46,96,3.96,LY,2023-02-04 11:59:57
441,Okhotsk,59.3833,143.3,-14.26,86,84,9.1,RU,2023-02-04 11:59:58
442,Sitio Novo Do Tocantins,-5.5183,-47.4611,80.53,89,0,0.0,BR,2023-02-04 11:59:59
443,Semey,50.4111,80.2275,7.02,78,0,2.24,KZ,2023-02-04 12:00:00
444,Sala Consilina,40.3912,15.5989,59.38,64,55,4.88,IT,2023-02-04 12:00:01
445,Bor,56.3567,44.0669,30.13,96,100,7.0,RU,2023-02-04 12:00:02
446,Rodrigues Alves,-7.738,-72.6509,71.58,95,100,0.18,BR,2023-02-04 12:00:06
447,Katima Mulilo,-17.5,24.2667,85.37,51,71,4.65,NA,2023-02-04 12:00:07
448,Butia,-30.1197,-51.9622,71.08,88,97,4.76,BR,2023-02-04 12:00:09
449,Jinhua,29.1078,119.6547,42.87,92,100,3.04,CN,2023-02-04 12:00:14
450,Teahupoo,-17.8333,-149.2667,71.56,80,97,13.04,PF,2023-02-04 12:00:15
451,Remedios,22.4947,-79.5458,71.26,82,3,7.07,CU,2023-02-04 12:00:17
452,Ingham,42.6,-84.3833,13.77,73,100,11.5,US,2023-02-04 12:00:20
453,Guerrero Negro,27.9769,-114.0611,56.25,82,0,7.9,MX,2023-02-04 12:00:22
454,Greenfield,42.9614,-88.0126,12.02,63,0,11.5,US,2023-02-04 12:00:23
455,Hede,33.7681,120.2517,36.7,67,77,6.4,CN,2023-02-04 12:00:26
456,Sheridan,44.8333,-106.9173,25.45,69,87,3.89,US,2023-02-04 12:00:28
457,Boguchany,58.3814,97.4531,-1.91,100,69,2.53,RU,2023-02-04 12:00:29
458,Bacolod,10.6667,122.95,77.31,86,97,12.88,PH,2023-02-04 11:56:02
459,Aswan,24.0934,32.907,71.53,16,12,11.48,EG,2023-02-04 12:00:31
460,Zapolyarnyy,69.4154,30.8136,0.68,93,97,9.24,RU,2023-02-04 12:00:33
461,Madang,-5.2246,145.7966,78.62,85,100,3.78,PG,2023-02-04 12:00:40
462,Dunedin,-45.8742,170.5036,67.8,89,0,1.99,NZ,2023-02-04 11:58:23
463,Askarovo,53.3372,58.5089,4.15,84,24,6.71,RU,2023-02-04 12:01:42
464,Amazar,53.858,120.875,-16.38,100,70,3.36,RU,2023-02-04 12:01:43
465,Collie,-33.3667,116.15,82.54,25,50,7.92,AU,2023-02-04 12:00:38
466,Okha,53.5739,142.9478,-16.56,96,92,9.89,RU,2023-02-04 12:01:47
467,Ixtapa,20.7,-105.2,67.23,87,91,1.01,MX,2023-02-04 12:01:48
468,Ilulissat,69.2167,-51.1,-7.92,97,100,6.51,GL,2023-02-04 12:01:50
469,El Reten,10.6114,-74.2682,72.93,68,14,1.28,CO,2023-02-04 12:01:51
470,Novominskaya,46.3163,38.9586,40.96,54,67,10.98,RU,2023-02-04 12:01:52
471,Turbat,26.0023,63.044,81.81,28,0,14.23,PK,2023-02-04 12:01:53
472,Codrington,-38.2667,141.9667,59.5,75,96,11.05,AU,2023-02-04 12:01:54
473,Xifeng,42.7372,124.7222,12.29,77,1,5.73,CN,2023-02-04 12:01:55
474,Brigantine,39.4101,-74.3646,15.03,53,0,5.75,US,2023-02-04 12:01:58
475,Hasaki,35.7333,140.8333,41.22,54,46,8.63,JP,2023-02-04 12:02:00
476,Neuquen,-38.9516,-68.0591,82.35,25,0,7.4,AR,2023-02-04 12:02:01
477,Lima,-12.0432,-77.0282,72.9,86,100,5.28,PE,2023-02-04 12:02:03
478,Smithers,54.7804,-127.1743,26.51,98,99,2.33,CA,2023-02-04 12:02:04
479,Sao Filipe,14.8961,-24.4956,72.97,62,99,13.27,CV,2023-02-04 12:02:05
480,Dhidhdhoo,6.8833,73.1,80.62,72,98,3.56,MV,2023-02-04 12:02:06
481,Tiksi,71.6872,128.8694,-20.58,99,100,2.73,RU,2023-02-04 12:02:07
482,Vilhena,-12.7406,-60.1458,70.95,93,98,1.61,BR,2023-02-04 12:02:08
483,Bozdar,27.1828,68.636,83.91,15,0,0.47,PK,2023-02-04 12:02:09
484,Cockburn Town,21.4612,-71.1419,77.5,73,48,15.37,TC,2023-02-04 12:02:11
485,Luoyang,34.6836,112.4536,43.16,42,0,3.13,CN,2023-02-04 11:57:13
486,Saint-Georges,12.0564,-61.7485,78.33,77,13,17.36,GD,2023-02-04 12:02:13
487,Kasempa,-13.4584,25.8338,76.33,75,74,4.61,ZM,2023-02-04 12:02:14
488,Esna,25.2934,32.554,69.51,17,31,14.29,EG,2023-02-04 12:02:15
489,Raudeberg,61.9875,5.1352,40.96,74,94,25.12,NO,2023-02-04 12:02:16
490,Chara,56.9064,118.2631,-8.43,79,83,2.01,RU,2023-02-04 12:02:19
491,Iwaki,37.05,140.8833,36.01,83,47,8.19,JP,2023-02-04 12:00:11
492,Hay River,60.8156,-115.7999,-17.75,100,96,4.97,CA,2023-02-04 12:02:22
493,Camacupa,-12.0167,17.4833,74.95,66,100,3.04,AO,2023-02-04 12:02:23
494,Saint-Augustin,51.226,-58.6502,-11.69,89,16,16.4,CA,2023-02-04 12:02:26
495,Juan Aldama,24.2908,-103.3944,40.42,59,3,8.46,MX,2023-02-04 12:02:26
496,Puerto Leguizamo,-0.1934,-74.7819,70.11,94,88,1.34,CO,2023-02-04 12:02:29
497,Roald,62.5833,6.1333,42.1,65,75,11.5,NO,2023-02-04 12:02:31
498,Cerritos,33.8583,-118.0648,60.48,74,0,0.0,US,2023-02-04 12:02:32
499,Kismayo,-0.3582,42.5454,81.63,66,6,19.51,SO,2023-02-04 12:02:33
500,Tucupita,9.0622,-62.051,72.77,94,92,4.61,VE,2023-02-04 12:02:34
501,Mustafakemalpasa,40.0353,28.4117,39.25,73,100,9.93,TR,2023-02-04 12:02:35
502,Laguna De Perlas,12.3429,-83.6712,72.77,89,23,8.41,NI,2023-02-04 12:02:37
503,Viedma,-40.8135,-62.9967,77.13,40,0,9.64,AR,2023-02-04 12:02:38
504,Quelimane,-17.8786,36.8883,91.63,43,20,13.06,MZ,2023-02-04 12:02:39
505,Sungairaya,0.7,108.9,77.32,85,100,1.79,ID,2023-02-04 12:03:40
506,Tomatlan,19.9333,-105.25,63.72,60,58,3.74,MX,2023-02-04 12:03:41
507,Marystown,47.1666,-55.1483,5.07,87,100,34.29,CA,2023-02-04 12:03:42
508,Morshansk,53.4435,41.8107,30.49,87,88,6.46,RU,2023-02-04 12:03:43
509,Jumla,29.2747,82.1838,45.97,47,1,4.32,NP,2023-02-04 12:03:44
510,Alindao,5.0267,21.2088,102.65,9,76,4.9,CF,2023-02-04 12:03:45
511,San Matias,-16.3667,-58.4,77.32,88,95,2.95,BO,2023-02-04 12:03:47
512,Moron,-34.6534,-58.6198,71.8,65,0,7.61,AR,2023-02-04 12:03:48
513,Minot,48.2325,-101.2963,37.62,60,20,19.57,US,2023-02-04 12:03:51
514,Ostrovnoy,68.0531,39.5131,10.72,93,94,8.03,RU,2023-02-04 12:03:53
515,Emerald,-23.5333,148.1667,80.35,74,89,8.55,AU,2023-02-04 12:01:21
516,Tessalit,20.1986,1.0114,71.82,10,48,13.24,ML,2023-02-04 12:03:58
517,Saa,4.3667,11.45,98.71,23,85,3.56,CM,2023-02-04 12:03:59
518,Ostersund,63.1792,14.6357,15.62,92,95,18.99,SE,2023-02-04 12:04:00
519,Fredericton,45.9454,-66.6656,-18.99,55,96,8.99,CA,2023-02-04 12:04:02
520,Carlyle,38.6103,-89.3726,23.95,72,34,4.0,US,2023-02-04 12:04:09
521,Kamaishi,39.2667,141.8833,33.66,95,100,7.76,JP,2023-02-04 12:02:58
522,Jackson,42.4165,-122.8345,42.04,87,0,3.44,US,2023-02-04 12:03:21
523,Araouane,18.9048,-3.5265,70.12,12,94,15.48,ML,2023-02-04 12:04:12
524,Vangaindrano,-23.35,47.6,77.94,88,56,9.86,MG,2023-02-04 12:04:13
525,Bosaso,11.2842,49.1816,76.98,59,60,10.98,SO,2023-02-04 12:04:14
526,Gazanjyk,39.2446,55.5154,51.89,44,2,12.08,TM,2023-02-04 12:04:16
527,Lithakia,37.7167,20.8333,54.77,82,75,0.0,GR,2023-02-04 12:04:17
528,Auki,-8.7676,160.7034,78.57,87,92,4.41,SB,2023-02-04 12:04:18
529,Tilichiki,60.4667,166.1,-13.63,96,22,8.77,RU,2023-02-04 12:04:19
530,Pauini,-7.7136,-66.9764,73.27,97,100,0.67,BR,2023-02-04 12:04:20
531,Elsterwerda,51.45,13.5333,41.29,77,43,8.9,DE,2023-02-04 12:04:21
532,Fort Saint James,54.4333,-124.25,26.96,98,100,3.24,CA,2023-02-04 12:04:22
533,Concepcion Del Oro,24.6333,-101.4167,37.36,71,1,6.51,MX,2023-02-04 12:04:26
534,Lamu,-2.2717,40.902,84.42,72,15,19.39,KE,2023-02-04 12:03:09
535,Marsh Harbour,26.5412,-77.0636,71.78,80,100,23.33,BS,2023-02-04 12:04:28
536,Zhaotong,27.3167,103.7167,42.35,76,0,9.31,CN,2023-02-04 12:04:29
537,Sitka,57.0531,-135.33,31.89,86,75,3.44,US,2023-02-04 12:04:31
538,Loule,37.1377,-8.0197,58.12,77,0,9.22,PT,2023-02-04 12:04:32
539,Save,8.0425,2.486,99.54,26,32,3.18,BJ,2023-02-04 12:04:34
540,Kijang,35.2442,129.2139,39.81,35,1,3.76,KR,2023-02-04 12:04:35
541,Evans,33.5337,-82.1307,34.0,61,0,9.22,US,2023-02-04 12:04:36
542,Batman,37.8874,41.1322,33.6,100,100,11.5,TR,2023-02-04 12:04:37
543,Yarim,14.298,44.3779,68.74,26,15,2.51,YE,2023-02-04 12:04:38
544,Gornyy,55.1153,83.9059,3.47,100,70,2.93,RU,2023-02-04 12:04:41
545,Ballina,-28.8667,153.5667,76.01,90,96,10.04,AU,2023-02-04 12:04:42
546,Sipoo,60.3775,25.2691,26.17,66,0,12.66,FI,2023-02-04 12:04:43
547,Sechura,-5.5569,-80.8222,74.25,71,90,8.61,PE,2023-02-04 12:04:44
548,Tautira,-17.7333,-149.15,80.11,79,98,12.86,PF,2023-02-04 12:04:45
549,Chiredzi,-21.05,31.6667,91.35,38,70,10.98,ZW,2023-02-04 12:04:46
550,Inhambane,-23.865,35.3833,83.97,68,90,13.96,MZ,2023-02-04 12:04:47
551,Murree,33.9073,73.393,50.25,56,4,3.98,PK,2023-02-04 12:05:48
